,Cafe_link-href,Adress_clean,lat,lon
278,https://moskvichmag.ru/restorany-i-bary/v-onest-italyanskaya-kuhnya-dlya-teh-kto-gotov-zaplatit-12-tysyach-za-degustatsionnyj-set/,"г Москва, ул Бронная М., д 8 стр 1",55.7603569,37.5969803
279,https://moskvichmag.ru/restorany-i-bary/v-podvale-brodyachej-sobaki-horoshaya-publika-koktejli-i-dzhaz-t-e-pochti-vse-horosho/,"г Москва, ул 2-я Тверская-Ямская, д 20-22",55.7719631,37.594219
280,https://moskvichmag.ru/restorany-i-bary/dostavka-toto-zabotitsya-o-kapriznom-zakazchike-zavtraka-protsentov-na-10-iz-obeshhannogo/,"г Москва, пер Столешников, д 7 стр 3",55.7636532,37.6138331
281,https://moskvichmag.ru/restorany-i-bary/dostavka-iz-jpan-idealna-esli-vy-lyubite-yaponskuyu-kuhnyu-ne-za-sushi/,"г Москва, ул Трубная, д 21",55.7705205,37.6249784
282,https://moskvichmag.ru/restorany-i-bary/dostavka-prevrashhaet-tomlennuyu-v-pechi-uhvat-gurevskuyu-kashu-iz-lakomstva-v-koshmar/,"г Москва, ул Рочдельская, д 15 стр 41",55.7561222,37.5620888
283,https://moskvichmag.ru/restorany-i-bary/ot-keto-syrnikov-iz-goroda-sada-konechno-ne-tolsteesh-no-poka-ih-vezut-umresh-ot-goloda/,"г Москва, тер. СНТ Тринити-Сад",55.7540584,37.62049
284,https://moskvichmag.ru/restorany-i-bary/posle-kaif-burger-morgenshterna-legko-stat-vegetariantsem/,"г Москва, ул Никольская, д 10/2 стр 2б",55.7584417,37.6250187
286,https://moskvichmag.ru/restorany-i-bary/skrembly-i-benedikty-v-grace-bistro-dostatochno-horoshi-chtoby-vstat-poranshe/,"г Москва, ул Спиридоновка, д 25/20 стр 1",55.7626611,37.5891752
288,https://moskvichmag.ru/restorany-i-bary/gvidon-mezhdu-tsirkovym-predstavleniem-i-barskimi-zabavami-s-dobrotnoj-morskoj-kuhnej/,"г Москва, ул Большая Никитская, д 5",55.7553388,37.6090657
289,https://moskvichmag.ru/restorany-i-bary/v-eiwa-na-hodynskom-bulvare-ochen-udachnye-ramen-s-govyadinoj-i-sushirrito-s-krevetkoj/,"г Москва, проезд 2-й Ходынский",55.7835573,37.5300513
290,https://moskvichmag.ru/restorany-i-bary/v-mo-bobatea-smartfood-v-tsvetnom-kormyat-zdorovoj-edoj-i-poyat-penistymi-chajnymi-koktejlyami/,"г Москва, б-р Цветной",55.7705006,37.6222815
291,https://moskvichmag.ru/restorany-i-bary/v-mina-hochetsya-idti-ochen-golodnoj-chtoby-sest-pobolshe-v-yarkom-plate-i-slushaya-dalidu/,"г Москва, ул Малая Никитская, д 16/5",55.7586962,37.5914252
292,https://moskvichmag.ru/restorany-i-bary/v-listening-bare-fonoteca-zabyvayutsya-podrobnosti-realnoj-zhizni/,"г Москва, пер Кривоколенный, д 7",55.7622211,37.6358888
293,https://moskvichmag.ru/restorany-i-bary/v-more-na-patrikah-lovitsya-rybka-i-bolshaya-i-malaya/,"г Москва, пер Козихинский М., д 10 стр 1",55.7643132,37.5964871
294,https://moskvichmag.ru/restorany-i-bary/v-menyu-osteria-di-mare-est-file-imperatora-s-kenijskoj-fasolyu-kakogo-imenno-ne-utochnyayut/,"г Москва, наб Шелепихинская, д 34 к 1",55.761282,37.513422
295,https://moskvichmag.ru/restorany-i-bary/v-otlichie-ot-mnogih-sosedej-from-berlin-na-patriarshih-uspeshno-imitiruet-evropejskuyu-atmosferu/,"г Москва, пер Малый Патриарший, д 5 стр 1",55.7633491,37.5912377
296,https://moskvichmag.ru/restorany-i-bary/velikij-shelkovyj-put-tak-dolog-chto-posvyashhennaya-emu-kuhnya-farang-poteryalas-na-poldorogi/,"г Москва, ул Малая Никитская, д 24 стр 1",55.7592814,37.5874297
297,https://moskvichmag.ru/restorany-i-bary/vtoraya-konditerskaya-niqa-eshhe-odno-mesto-s-neplohimi-zavtrakami-na-tverskom/,"г Москва, б-р Тверской, д 14 стр 5",55.759925,37.6016742
298,https://moskvichmag.ru/restorany-i-bary/kafe-2046-za-kofe-i-dizajn-tverdaya-pyaterka-za-edu-tri-s-minusom/,"г Москва, пер 1-й Неопалимовский, д 7/9",55.7405742,37.5826593
299,https://moskvichmag.ru/restorany-i-bary/morozhenoe-iz-morskih-ezhej-i-desert-s-ukropom-v-artest-takim-dolzhen-byt-vkus-rannej-oseni/,"г Москва, пер Трубниковский, д 15 стр 2",55.7543918,37.5864937
301,https://moskvichmag.ru/restorany-i-bary/posle-restoranov-v-tsentre-publika-kazhetsya-idealnym-mestom-dlya-otdyha-ot-moskvy/,"г Москва, ул Старая Басманная, д 18 стр 4",55.7664361,37.6634921
302,https://moskvichmag.ru/restorany-i-bary/sentyabr-a-znachit-vremya-dlya-sezonnyh-lesnyh-gribov-v-natura/,"г Москва, ул Забелина, д 1",55.7544762,37.6374428
303,https://moskvichmag.ru/restorany-i-bary/found-record-store-pizzeria-samaya-udachnaya-reinkarnatsiya-pyatogo-etazha-tsvetnogo-iz-vseh/,"г Москва, б-р Цветной, д 15 стр 1",55.7711641,37.6202241
304,https://moskvichmag.ru/restorany-i-bary/mo-friends-bar-dining-poraduet-vseh-kto-skuchaet-po-hitam-simachevskoj-kuhni/,"г Москва, ул Петровка, д 20/1",55.7641852,37.6174386
305,https://moskvichmag.ru/restorany-i-bary/soyuz-na-marosejke-bar-dlya-detej-s-tsenami-dlya-vzroslyh/,"г Москва, ул Маросейка, д 15",55.7579723,37.6367992
306,https://moskvichmag.ru/restorany-i-bary/v-grace-bistro-na-spiridonovke-chuvstvuesh-sebya-kak-v-seriale-o-bogatyh-italyantsah/,"г Москва, ул Спиридоновка, д 25/20 стр 1",55.7626611,37.5891752
307,https://moskvichmag.ru/restorany-i-bary/v-bistro-mentalitet-stoit-idti-radi-kejla-s-shiitake-i-eklerov-s-krabom/,"г Москва, пл Большая Сухаревская, д 14/7",55.7718556,37.6365512
309,https://moskvichmag.ru/restorany-i-bary/kafe-okean-podojdet-lyubitelyam-ryby-i-sovetskogo-retro/,"г Москва, ул Дмитровка Б., д 5/6 стр 5",55.7599775,37.6154785
310,https://moskvichmag.ru/restorany-i-bary/letnee-menyu-v-to-to-tolko-obnazhaet-nashu-problemu-s-raznoobraziem-sezonnyh-produktov/,"г Москва, пер Столешников, д 7 стр 3",55.7636532,37.6138331
311,https://moskvichmag.ru/restorany-i-bary/novoe-pokolenie-pohozhe-na-tort-napoleon-korzhi-mazhory-krem-intelligentsiya/,"г Москва, б-р Рождественский, д 10/7 стр 2",55.7658081,37.6258417
312,https://moskvichmag.ru/restorany-i-bary/sredi-mha-i-bylinok-chuvstvuesh-sebya-v-l-e-s-e-kak-posredi-futuristicheskogo-bolota/,"г Москва, б-р Тверской, д 9",55.7593619,37.5989504
313,https://moskvichmag.ru/restorany-i-bary/shakshuka-i-hala-s-baklazhannym-kremom-na-zavtrak-vo-flaner-stoyat-togo-chtoby-vstat-poranshe/,"г Москва, пер Кривоколенный, д 7",55.7622211,37.6358888
314,https://moskvichmag.ru/restorany-i-bary/yarkaya-humusnaya-abu-gosh-otkryla-vtoroe-pomeshhenie-k-radosti-zhitelej-trubnoj/,"г Москва, ул Трубная, д 27 стр 2",55.7720391,37.6248361
315,https://moskvichmag.ru/restorany-i-bary/merlion-na-bolshoj-nikitskoj-vverhu-dimsamy-vnizu-hajboly/,"г Москва, ул Большая Никитская, д 14",55.7566243,37.605913
316,https://moskvichmag.ru/gorod/touch-s-ego-sorbetom-s-pchelami-i-kartofelem-s-plesenyu-yavno-restoran-ne-na-kazhdyj-den/,"г Москва, наб Садовническая, д 7",55.746547,37.628038
317,https://moskvichmag.ru/restorany-i-bary/bodraya-intelligentsiya-neprivychno-dlya-moskvy-napominaet-lissabonskij-art-skvot/,"г Москва, ул Александра Солженицына, д 17 стр 1",55.7438997,37.6615366
318,https://moskvichmag.ru/restorany-i-bary/v-tselom-eda-ne-sootvetstvuet-razmahu-caspian-na-arbate/,"г Москва, ул Арбат, д 42 стр 1",55.7482975,37.5869457
319,https://moskvichmag.ru/restorany-i-bary/radi-nalima-s-mussom-iz-kabachka-v-kano-stoit-razok-sezdit-na-molodezhnuyu/,"г Москва, ул Ярцевская, д 31",55.7436888,37.4185045
320,https://moskvichmag.ru/restorany-i-bary/s-gaspacho-iz-klubniki-i-persikovoj-hryushej-ne-zhalko-nagulyat-zhirok-na-usachevskom/,"г Москва, ул Усачёва, д 26",55.727506,37.567707
321,https://moskvichmag.ru/restorany-i-bary/coperto-na-pokrovskom-bulvare-predlagaet-smotret-kino-s-italyanskoj-kuhnej-vmesto-popkorna/,"г Москва, б-р Покровский, д 5",55.756006,37.649049
323,https://moskvichmag.ru/restorany-i-bary/niki-v-hudozhestvennom-pytaetsya-ekspluatirovat-nashi-detskie-travmy-vrode-salata-mimoza/,"г Москва, пл Арбатская, д 14",55.7524468,37.6021434
324,https://moskvichmag.ru/restorany-i-bary/bar-restoran-s-galereej-wip-na-yauzskom-bulvare-horosh-dlya-tantsev-ne-goditsya-dlya-uzhina/,"г Москва, б-р Яузский, д 11",55.7509416,37.6459538
325,https://moskvichmag.ru/restorany-i-bary/v-le-carre-luchshaya-v-moskve-vyrashhennaya-frantsuzom-v-podmoskove-sparzha/,"г Москва, наб Садовническая, д 69",55.7384102,37.6397517
326,https://moskvichmag.ru/restorany-i-bary/v-world-chess-club-na-kudrinskoj-zaveli-koktejli-s-viski-to-chto-nuzhno-lyubitelyam-shahmat/,"г Москва, пл Кудринская, д 1",55.7591704,37.5808741
327,https://moskvichmag.ru/restorany-i-bary/v-vadvare-dorogo-zato-chuvstvuesh-sebya-tam-kak-na-florentijskoj-vystavke-pitti-taste/,"г Москва, ул Ефремова, д 10 к 4 стр 1",55.725118,37.572836
328,https://moskvichmag.ru/restorany-i-bary/v-klube-klub-nado-brat-utopentsa-za-100-rublej-i-zapivat-ego-ananasovym-kvasom/,"г Москва, б-р Покровский, д 6/20 стр 1",55.757612,37.646291
329,https://moskvichmag.ru/restorany-i-bary/v-tramplin-na-vorobevyh-stoit-idti-iz-za-vida-i-legendarnogo-salata-semiramis/,"г Москва, ул Косыгина, д 28",55.7084191,37.5448893
330,https://moskvichmag.ru/restorany-i-bary/v-hamovnikah-shef-iz-yuzhnoj-korei-gotovit-v-hibiki-interesnuyu-yaponsko-evropejskuyu-edu/,"г Москва, ул Трубецкая, д 10",55.7271299,37.576097
331,https://moskvichmag.ru/restorany-i-bary/v-andergraund-restorane-galki-poyavilis-oladi-s-guakamole-i-krem-chiz-s-mango-znachit-leto/,"г Москва, б-р Страстной, д 4 стр 3",55.7649325,37.608344
333,https://moskvichmag.ru/restorany-i-bary/la-poste-dostavlyaet-kulichi-i-bagety-hot-k-rannemu-zavtraku-nezavisimo-ot-summy-zakaza/,"г Москва, пр-кт Ленинградский, д 48",55.796157,37.543488
334,https://moskvichmag.ru/restorany-i-bary/riesling-boyz-spokojnye-rebyata-so-sretenki-zavershayushhie-den-bokalom-nemetskogo-belogo/,"г Москва, ул Сретенка, д 16/2",55.7682793,37.6324585
335,https://moskvichmag.ru/restorany-i-bary/tacobar-na-pyatnitskoj-predlagaet-meksikanskuyu-edu-bez-vulgarnyh-stereotipov/,"г Москва, ул Пятницкая, д 59/19 стр 5",55.7332607,37.6277761
336,https://moskvichmag.ru/restorany-i-bary/grand-kafe-12-zvezd-s-neba-ne-hvataet-zato-predlagaet-obedat-s-ih-portretami/,"г Москва, б-р Гоголевский, д 6 стр 1",55.7455692,37.6014807
338,https://moskvichmag.ru/restorany-i-bary/v-bardot-na-ostozhenke-predskazuemo-burzhuazno-no-inogda-chuvstvuesh-sebya-kak-v-metro/,"г Москва, ул Остоженка, д 5",55.7432701,37.6013747
339,https://moskvichmag.ru/restorany-i-bary/v-manana-na-pyatnitskoj-ochen-nerovnaya-kuhnya-i-neponyatnaya-tselevaya-auditoriya/,"г Москва, ул Пятницкая, д 29",55.7410245,37.6287293
340,https://moskvichmag.ru/restorany-i-bary/v-rebellion-clubhouse-podayut-sytnye-zavtraki-dlya-lyubitelej-szhigat-kalorii-na-velodorozhkah/,"г Москва, б-р Петровский, д 8 стр 1",55.7676994,37.6158975
341,https://moskvichmag.ru/restorany-i-bary/v-bare-p-y-o-s-esli-najdete-ego-berite-hot-dog-so-shprotami-i-syrnyj-sendvich/,"г Москва, ул Покровка, д 20/1 стр 1",55.7586876,37.6470823
342,https://moskvichmag.ru/restorany-i-bary/v-krohotnom-aba-bowl-bar-ochen-vkusno-i-deshevo-pravda-tesnovato/,"г Москва, ул Покровка, д 9 стр 1",55.7591258,37.6428607
343,https://moskvichmag.ru/restorany-i-bary/zozhnyj-create-green-concept-na-patriarshih-rasschitan-na-potrebitelej-pererosshih-prime/,"г Москва, ул Спиридоновка, д 12",55.7598095,37.5944825
345,https://moskvichmag.ru/restorany-i-bary/poka-nelzya-v-parizh-ostaetsya-pokupat-chai-marko-polo-i-eros-mariage-freres-v-moskve/,"г Москва, ул Охотный Ряд, д 2",55.7571308,37.6171584
346,https://moskvichmag.ru/restorany-i-bary/redkij-sluchaj-u-bistro-gastro-natura-na-zabelina-net-minusov-otsyuda-ne-hochetsya-uhodit/,"г Москва, ул Забелина, д 1",55.7544762,37.6374428
347,https://moskvichmag.ru/restorany-i-bary/satsivi-s-osminogom-i-hinkali-s-fialkami-v-hedonist-ustroili-vstryasku-gruzinskoj-kuhne/,"г Москва, б-р Покровский, д 8 стр 1",55.7572225,37.64667
348,https://moskvichmag.ru/restorany-i-bary/skuchaete-po-frantsii-perezhit-tosku-horosho-pomogayut-kanele-iz-fl-p/,"г Москва, пер Милютинский, д 3",55.7616245,37.6314536
349,https://moskvichmag.ru/restorany-i-bary/yaponskij-hlopkovyj-chizkejk-stoit-vo-fluffy-fluffy-v-depo-750-rublej-no-zanimajte-ochered/,"г Москва, ул Лесная, д 20 стр 3",55.7801994,37.5929871
350,https://moskvichmag.ru/restorany-i-bary/dobryakova-bakery-redkij-sluchaj-horoshej-konditerskoj-v-dizajnerskom-magazine/,"г Москва, пер Малый Кисловский, д 9 стр 1",55.756127,37.602312
351,https://moskvichmag.ru/restorany-i-bary/fine-dining-laboratoriya-lavka-chudes-vse-eto-artest-arkadiya-novikova/,"г Москва, пер Трубниковский, д 15 стр 2",55.7543918,37.5864937
352,https://moskvichmag.ru/restorany-i-bary/maze-na-triumfalnoj-neuklyuzhe-pytaetsya-zakosit-pod-restoran-avtorskoj-kuhni/,"г Москва, ул 1-я Брестская, д 2 стр 3",55.7699039,37.5945083
353,https://moskvichmag.ru/restorany-i-bary/v-alice-lakrichnyj-sous-i-bisk-prevrashhayut-ledyanuyu-rybu-i-moloduyu-kapustu-v-redkie-delikatesy/,"г Москва, пер Спиридоньевский, д 12/9",55.7628469,37.5961678
354,https://moskvichmag.ru/restorany-i-bary/v-alma-stoit-brat-idealnuyu-utinuyu-grudku-i-kebaby-iz-yagnenka/,"г Москва, пер Столярный, д 3 к 13",55.7643422,37.5684387
355,https://moskvichmag.ru/restorany-i-bary/v-latte-bar-na-solyanke-gotovyat-latte-bez-kofeina-i-dazhe-sovsem-bez-kofe/,"г Москва, ул Солянка, д 1/2 стр 1",55.7538589,37.637931
356,https://moskvichmag.ru/restorany-i-bary/v-le-procope-du-matin-syrniki-na-zavtrak-horosho-idut-pod-akkompanement-starinnogo-royalya/,"г Москва, ул Садовая-Триумфальная, д 20 стр 2",55.7714898,37.6033761
357,https://moskvichmag.ru/restorany-i-bary/v-shalom-bar-vsegda-veselo-pyano-i-mozhno-sest-ikru-iz-sinenkih-v-tri-chasa-nochi/,"г Москва, б-р Покровский, д 8 стр 2",55.756918,37.646318
358,https://moskvichmag.ru/restorany-i-bary/v-aprele-geraldine-manit-artishokami-no-pravilnee-zakazat-zdes-dobrotnyj-lukovyj-sup/,"г Москва, ул Остоженка, д 27 к 2",55.7390046,37.5972926
359,https://moskvichmag.ru/restorany-i-bary/v-bare-davno-k-elyu-predlagayut-pravdivuyu-barabulku-so-vkusom-chernogo-morya/,"г Москва, пер Большой Палашёвский, д 2",55.7633491,37.5971613
360,https://moskvichmag.ru/restorany-i-bary/vo-flaner-na-chistyh-prudah-izrailskij-shef-neozhidanno-gotovit-luchshuyu-kyuftu-v-moskve/,"г Москва, пер Кривоколенный, д 7",55.7622211,37.6358888
361,https://moskvichmag.ru/restorany-i-bary/vtoroj-mates-predlagaet-zavtrakat-v-znamenitom-oktagone-zhilyardi/,"г Москва, ул Мантулинская, д 5 стр 11",55.7561477,37.5547868
362,https://moskvichmag.ru/restorany-i-bary/zavtraki-so-stejkami-iz-mramornoj-govyadiny-v-primebeef-academy-ne-dlya-nezhenok/,"г Москва, пер Рыбников, д 1",55.7675743,37.6325821
363,https://moskvichmag.ru/restorany-i-bary/k-novym-blyudam-gorynycha-kamamberu-s-tryufelem-i-pitstse-s-anchousami-est-voprosy/,"г Москва, б-р Рождественский, д 1",55.7668089,37.6242515
364,https://moskvichmag.ru/restorany-i-bary/konoplyanye-syrniki-v-gentle-cafe-skoree-net-chem-da/,"г Москва, б-р Тверской, д 3",55.7583165,37.5980393
365,https://moskvichmag.ru/restorany-i-bary/pshenka-za-800-rublej-i-zoloto-v-tualete-pavilon-na-patriarshih-sbivaet-s-nog/,"г Москва, пер Большой Патриарший, д 7",55.7634713,37.5928792
366,https://moskvichmag.ru/restorany-i-bary/s-otkrytiem-lila-pastry-obitateli-sretenki-stanut-tolstymi-i-ochen-dovolnymi/,"г Москва, ул Сретенка, д 22/1 стр 1",55.7694292,37.6326177
367,https://moskvichmag.ru/restorany-i-bary/sous-sol-na-patriarshih-otkryt-dlya-poklonnikov-belgii-zdes-est-el-vafli-i-pivnoj-sup-velyute/,"г Москва, пер Трёхпрудный, д 11/13 стр 2",55.7654224,37.5957369
368,https://moskvichmag.ru/restorany-i-bary/indokitaj-poshel-v-narod-s-barskim-razmahom-svojstvennym-proektam-aleksandra-rappoporta/,"г Москва, ул Лесная, д 20 стр 3",55.7801994,37.5929871
369,https://moskvichmag.ru/restorany-i-bary/poshablim-sprashivayut-hozyajki-restorana-na-leningradke-s-vinom-za-250-pochemu-by-i-net/,"г Москва, пр-кт Ленинградский, д 12",55.780162,37.578855
371,https://moskvichmag.ru/restorany-i-bary/v-seafood-bar-na-usachevskom-ustritsy-i-midii-svezhi-i-sledovatelno-ochen-dorogi/,"г Москва, ул Усачёва, д 26",55.727506,37.567707
372,https://moskvichmag.ru/restorany-i-bary/v-more-na-tsentralnom-rynke-stoit-brat-tomlenuyu-ledyanuyu-rybu-i-tomatnyj-sup-s-moreproduktami/,"г Москва, б-р Рождественский",55.7665687,37.6267373
373,https://moskvichmag.ru/restorany-i-bary/v-horoshej-devochke-berite-gnev-a-ne-nimfomanku/,"г Москва, ул Бронная М., д 10",55.7606455,37.596664
374,https://moskvichmag.ru/restorany-i-bary/v-pekarne-valiko-patriki-nuzhno-brat-idealnyj-makovyj-pirog/,"г Москва, пер Козихинский Б., д 12/2",55.7632785,37.5969767
375,https://moskvichmag.ru/restorany-i-bary/vo-flor-na-chistyh-prudah-chuvstvuesh-sebya-kak-v-kakom-nibud-rambuje/,"г Москва, б-р Чистопрудный, д 23 стр 2",55.7606293,37.6471601
376,https://moskvichmag.ru/restorany-i-bary/vse-blyuda-v-restorane-red-point-stoyat-573-rublya-i-eti-tsifry-uzhe-prinesli-emu-udachu/,"г Москва, ул Лесная, д 20 стр 6",55.7796358,37.5909489
377,https://moskvichmag.ru/restorany-i-bary/davno-ne-byli-v-tilde-v-menyu-poyavilis-otlichnye-perets-s-anchousami-i-sup-iz-kabachkov/,"г Москва, туп Сытинский, д 5",55.7640939,37.6004536
378,https://moskvichmag.ru/restorany-i-bary/esli-vy-vdrug-mechtali-o-kofejne-gde-eshhe-i-horosho-gotovyat-to-vot-vam-gentle-cafe/,"г Москва, б-р Тверской, д 3",55.7583165,37.5980393
379,https://moskvichmag.ru/restorany-i-bary/za-idealnymi-desertami-neozhidanno-nuzhno-zahodit-v-krevetochnyj-scampi-na-patriarshih/,"г Москва, пер Малый Патриарший, д 5 стр 1",55.7633491,37.5912377
380,https://moskvichmag.ru/restorany-i-bary/kubicheskaya-eda-iz-omg-coffee-na-arme-goditsya-tolko-dlya-instagrama/,"г Москва, пер Нижний Сусальный, д 5 стр 10",55.7606112,37.6643426
381,https://moskvichmag.ru/restorany-i-bary/posle-chernyh-obuglennyh-profitrolej-v-uilliams-rodnya-perestanet-prosit-svodit-ee-na-patriki/,"г Москва, ул Бронная М., д 20А",55.7626012,37.5955281
383,https://moskvichmag.ru/restorany-i-bary/sudya-po-raznitse-mezhdu-zavtrakom-i-uzhinom-tsifrovoj-brend-shef-v-she-luchshe-soobrazhaet-s-utra/,"г Москва, ул Большая Никитская, д 15 стр 1",55.7567102,37.6036501
384,https://moskvichmag.ru/restorany-i-bary/padron-na-strastnom-ulitki-s-vongole-i-krolik-s-shokoladom-dlya-skuchayushhih-po-sredizemnomoryu/,"г Москва, б-р Страстной, д 7 стр 1",55.7672352,37.6082692
385,https://moskvichmag.ru/restorany-i-bary/russian-wine-bar-teper-razbavlyaet-modnuyu-b-dmitrovku-patrioticheskoj-solidnostyu/,"г Москва, ул Дмитровка Б., д 23 стр 1",55.7657343,37.6096096
386,https://moskvichmag.ru/restorany-i-bary/bistro-papaya-goditsya-esli-vy-rabotaete-na-paveletskoj-i-kogda-to-byli-na-bali/,"г Москва, Московский п, г Московский, мкр 1-й, д 2 стр 1",55.6047616,37.3513458
387,https://moskvichmag.ru/restorany-i-bary/v-finch-v-hamovnikah-devushki-pyut-kofe-parni-zavtrakayut-pankejkami-dranikami-i-syrnikami/,"г Москва, ул Зубовская, д 5/36",55.7373863,37.5845575
388,https://moskvichmag.ru/restorany-i-bary/v-moskve-mnogo-pekaren-no-vse-ravno-vam-nuzhno-v-novuyu-masa-madre-na-solyanke/,"г Москва, ул Солянка, д 1/2 стр 1",55.7538589,37.637931
389,https://moskvichmag.ru/restorany-i-bary/est-pirozhnye-chitat-prusta-madlen-pytaetsya-otlichatsya-ot-soten-pohozhih-konditerskih/,"г Москва, ул Большая Садовая, д 2/46 стр 1",55.7656701,37.5912446
390,https://moskvichmag.ru/restorany-i-bary/kebabnaya-puteshestvennitsa-oz-kebab-nakonets-osela-i-ostepenilas-v-pereulkah-zaryadya/,"г Москва, пер Большой Черкасский, д 11 стр 1",55.7570264,37.6271268
391,https://moskvichmag.ru/restorany-i-bary/kuhnya-afiny-na-b-bronnoj-derzhitsya-za-grecheskie-istoki-no-ne-zabyvaet-pro-nash-stolichnyj-losk/,"г Москва, ул Большая Бронная, д 2/6",55.7600684,37.5975227
392,https://moskvichmag.ru/restorany-i-bary/priehavshij-iz-peterburga-chang-cafe-uzhe-schitaet-svoj-tom-yam-luchshim-v-moskve-i-ne-zrya/,"г Москва, ул Мясницкая, д 22 стр 1",55.7620634,37.6345654
393,https://moskvichmag.ru/restorany-i-bary/pashoot-dostavlyaet-neskuchnye-prazdnichnye-zavtraki-s-bukvalno-zolotymi-yajtsami/,"г Москва, ул Центральная",55.6469176,37.4635832
394,https://moskvichmag.ru/restorany-i-bary/reef-seafood-bistro-redkij-udachnyj-primer-restorana-s-moreproduktami-ne-v-tsentre/,"г Москва, ул Шаболовка, д 19",55.723465,37.6112545
395,https://moskvichmag.ru/restorany-i-bary/savva-snova-otkrylsya-v-metropole-chtoby-napomnit-o-zapahe-deneg-i-torte-s-seledkoj/,"г Москва, проезд Театральный, д 2",55.7584522,37.6215872
396,https://moskvichmag.ru/restorany-i-bary/sybarite-idealnoe-mesto-dlya-zhenshhiny-s-horoshim-appetitom/,"г Москва, ул Садовая-Самотёчная, д 20 стр 1",55.7732779,37.6195116
397,https://moskvichmag.ru/restorany-i-bary/underdog-snova-dokazyvaet-chto-junk-food-mozhet-byt-kachestvennym-i-poetomu-nedeshevym/,"г Москва, ул Маросейка, д 6/8 стр 1",55.7574733,37.6343415
398,https://moskvichmag.ru/restorany-i-bary/ross-ili-monika-v-stim-gotovyat-syrniki-s-imenami-serialnyh-geroev/,"г Москва, пл Спартаковская, д 16/15 стр 4",55.776032,37.6781196
400,https://moskvichmag.ru/restorany-i-bary/v-osteria-unica-garantirovany-kachestvennaya-dorogaya-italyanskaya-kuhnya-i-sotsialnaya-distantsiya/,"г Москва, пер Благовещенский, д 10 стр 2",55.7674825,37.598577
401,https://moskvichmag.ru/restorany-i-bary/v-wrap-kebab-naprasno-mechtayut-pozhenit-gurme-i-stritfud/,"г Москва, ул Маросейка, д 4/2 стр 1",55.7573543,37.6337045
402,https://moskvichmag.ru/restorany-i-bary/v-chestnoj-kuhne-dlya-osobo-cherstvyh-gotovyat-sup-iz-bobra/,"г Москва, ул Садовая-Черногрязская, д 10/25",55.766825,37.651645
403,https://moskvichmag.ru/restorany-i-bary/v-novom-koji-stoit-brat-tsyplenka-kimchi-i-pressovannye-sushi/,"г Москва, пер Калашный, д 9",55.7569132,37.5996371
405,https://moskvichmag.ru/restorany-i-bary/v-ryumochnoj-alesha-i-grafin-est-i-rozovoe-salo-dlya-myasoedov-i-perechnaya-ikra-dlya-vegetariantsev/,"г Москва, ул Верхняя Радищевская, д 15 стр 1",55.7434314,37.6522623
406,https://moskvichmag.ru/restorany-i-bary/vsya-sol-v-vysokih-oknah-i-krab-kejkah/,"г Москва, ул Забелина, д 1/2",55.7544762,37.6374428
407,https://moskvichmag.ru/restorany-i-bary/dekabr-samoe-vremya-dlya-tosta-s-fua-gra-pod-reproduktsiyami-baksta-v-laduree-a-la-russe/,"г Москва, ул Никольская, д 5/1",55.7559002,37.6193017
408,https://moskvichmag.ru/restorany-i-bary/lyubimyj-kebab-non-stop-pereehal-poblizhe-k-zhitelyam-chistyh-prudov-ne-poteryav-kachestva/,"г Москва, ул Мясницкая, д 32 стр 2",55.7652635,37.6395909
409,https://moskvichmag.ru/restorany-i-bary/my-vas-predupredili-ne-zakazyvajte-v-mollusca-depo-midii-s-konfetami-mms/,"г Москва, ул Лесная, д 20",55.7801994,37.5929871
410,https://moskvichmag.ru/restorany-i-bary/ooo-devushki-s-yajtsami-priglashaet-na-shumnyj-yarkij-zavtrak-v-eggsellent/,"г Москва, ул Большая Садовая, д 5 к 1",55.769211,37.591793
411,https://moskvichmag.ru/restorany-i-bary/u-bara-zelenaya-sobaka-udachnyj-adres-i-ostroumnoe-nazvanie-no-mestami-problema-so-vkusom/,"г Москва, ул Кузнецкий Мост, д 3 стр 2",55.7616198,37.6171405
412,https://moskvichmag.ru/restorany-i-bary/hands-mozhet-pokazatsya-slishkom-prostym-no-imenno-takoj-slozhnoj-prostoty-ne-hvataet-v-moskve/,"г Москва, ул Погодинская, д 2",55.7355323,37.5721119
413,https://moskvichmag.ru/restorany-i-bary/single-razvivaet-priyatnuyu-tendentsiyu-hodit-est-v-vinnye-bary/,"г Москва, пер Арбатский, д 2/6",55.7519607,37.5969065
414,https://moskvichmag.ru/restorany-i-bary/santa-baziliya-okazalas-dazhe-bolee-moskovskoj-chem-mariya-santa-toj-zhe-komandy/,"г Москва, пр-кт Мира, д 26 стр 1",55.7779456,37.632989
415,https://moskvichmag.ru/restorany-i-bary/severyane-teper-predlagayut-zavtrakat-shokoladnymi-tvorozhnymi-koltsami-i-hot-dogami/,"г Москва, ул Большая Никитская, д 12 стр 1",55.756467,37.6065313
416,https://moskvichmag.ru/restorany-i-bary/skvorets-na-maloj-bronnoj-rabotaet-dlya-lyubitelej-horoshih-syrnikov-v-lyuboe-vremya-dnya/,"г Москва, ул Бронная М., д 4",55.7596096,37.5975069
